CodeRNCP;numero_bloc;intitule;;;
RNCP31182;RNCP31182BC05;Programmation des interfaces et des interactions;;;
RNCP31183;RNCP31183BC01;Écriture et présentation d’un rendez-vous d’informations;;;
RNCP31183;RNCP31183BC02;Création et mise en onde d’un reportage audio;;;
RNCP31185;RNCP31185BC01;Définir et analyser la problématique d’un projet graphique;;;
RNCP31185;RNCP31185BC02;Concevoir un projet de création graphique;;;
RNCP31185;RNCP31185BC03;Se vendre et vendre son projet de communication visuelle;;;
RNCP31185;RNCP31185BC04;Développer et réaliser le projet graphique;;;
RNCP31186;RNCP31186BC01;Manager les équipes;;;
RNCP31186;RNCP31186BC02;Organiser le projet et son suivi;;;
RNCP31186;RNCP31186BC03;Gérer les relations clients;;;
RNCP31186;RNCP31186BC04;Assurer une veille concurrentielle technologique;;;
RNCP31186;RNCP31186BC05;Formaliser la cahier des charges du projet à conduire;;;
RNCP31187;RNCP31187BC01;Mettre en œuvre une veille technologique;;;
RNCP31187;RNCP31187BC02;Mobiliser des compétences techniques et graphiques pour mener un projet digital;;;
RNCP31187;RNCP31187BC03;Gérer un projet digital;;;
RNCP31187;RNCP31187BC04;Gérer les relations avec les parties prenantes d'un projet digital;;;
RNCP31187;RNCP31187BC05;Analyser et cadrer les besoins d'un projet digital;;;
RNCP31188;RNCP31188BC01;Care management;;;
RNCP31188;RNCP31188BC02;Management des partenariats;;;
RNCP31188;RNCP31188BC03;Management de proximité des équipes;;;
RNCP31188;RNCP31188BC04;Gestion dynamique des ressources humaines;;;
RNCP31189;RNCP31189BC01;Pilotage pédagogique, éducatif et de l'insertion professionnelle;;;
RNCP31189;RNCP31189BC02;Développement, promotion et communication de l'établissement;;;
RNCP31189;RNCP31189BC03;Gestion d'un établissement privé d'enseignement;;;
RNCP31190;RNCP31190BC01;Souscription en assurance et réassurance;;;
RNCP31190;RNCP31190BC02;Management stratégique de développement commercial;;;
RNCP31190;RNCP31190BC03;Management des risques et de gestion des sinistres en réassurance;;;
RNCP31195;RNCP31195BC01;Veiller aux normes réglementaires et fiscales;;;
RNCP31195;RNCP31195BC02;Mettre en œuvre la meilleure solution de gestion de portefeuille;;;
RNCP31195;RNCP31195BC03;Suivre la relation client;;;
RNCP31195;RNCP31195BC04;Analyser et contrôler les différents risques en gestion d’actifs;;;
RNCP31195;RNCP31195BC05;Administrer toutes les opérations réalisées sur les marchés;;;
RNCP31195;RNCP31195BC06;Interagir avec le cadre économique et financier de la gestion d’actifs;;;
RNCP31199;RNCP31199BC01;Analyse stratégique du marché;;;
RNCP31199;RNCP31199BC02;Production en coordonnant une équipe;;;
RNCP31199;RNCP31199BC03;Mesurer l’efficacité des réalisations et faire évoluer les productions créatives;;;
RNCP31199;RNCP31199BC04;Conception de créations dans un écosystème digital en y intégrant les dynamiques économiques et stratégiques;;;
RNCP31200;RNCP31200BC01;Contribuer à la définition de la politique et élaborer la stratégie d'optimisation de la performance des processus;;;
RNCP31200;RNCP31200BC02;Réaliser un diagnostic stratégique et analyser la performance de l'ensemble des processus de l'entreprise;;;
RNCP31200;RNCP31200BC03;Mettre en œuvre le plan d'action d'amélioration des processus selon la démarche qualité du système de management de l’entreprise, selon la norme ISO en vigueur;;;
RNCP31200;RNCP31200BC04;Mesurer et mettre en place un système de management de la performance;;;
RNCP31200;RNCP31200BC05;Piloter la mise en œuvre des programmes d’amélioration continue des processus  de l’entreprise;;;
RNCP31204;RNCP31204BC01;Gestion et stratégie d'entreprise;;;
RNCP31204;RNCP31204BC02;Analyse financière et évaluation;;;
RNCP31204;RNCP31204BC03;Financement par les marchés;;;
RNCP31204;RNCP31204BC04;Négociation financière et connaissance du métier;;;
RNCP31204;RNCP31204BC05;Management et contrôle de la performance;;;
RNCP31204;RNCP31204BC06;Audit et contrôle de l'entreprise;;;
RNCP31204;RNCP31204BC07;Actifs, instruments et contrats financiers;;;
RNCP31204;RNCP31204BC08;Droit et règlementation;;;
RNCP31205;RNCP31205BC01;Déployer le système d'information;;;
RNCP31205;RNCP31205BC02;Maintenir le système d'information en condition opérationnelle;;;
RNCP31205;RNCP31205BC03;Manager un projet;;;
RNCP31205;RNCP31205BC04;Définir le système d'information souhaité;;;
RNCP31205;RNCP31205BC05;Concevoir le système d'information;;;
RNCP31205;RNCP31205BC06;Maintenir le système d'information en condition de sécurité et gérer les crises;;;
RNCP31206;RNCP31206BC01;Assurer une veille technologique et métier;;;
RNCP31206;RNCP31206BC02;Préparer le lancement du projet;;;
RNCP31206;RNCP31206BC03;Planifier les processus du projet;;;
RNCP31206;RNCP31206BC04;Exécuter le projet et son suivi sur l’ensemble de ses dimensions;;;
RNCP31206;RNCP31206BC05;Assurer la finalisation du projet et la réalisation du bilan global;;;
RNCP31210;RNCP31210BC01;U10 Préparation d'un chantier - exploitation des données;;;
RNCP31210;RNCP31210BC02;U20 Réalisation d'ouvrages;;;
RNCP31210;RNCP31210BC03;U30 Suivi et réalisation d'ouvrages en entreprise;;;
RNCP31210;RNCP31210BC04;U40 Mathématiques;;;
RNCP31210;RNCP31210BC05;U50 Sciences physiques et chimiques;;;
RNCP31210;RNCP31210BC06;U60 Expression et connaissance du monde;;;
RNCP31210;RNCP31210BC07;U70 Langue vivante;;;
RNCP31214;RNCP31214BC01;U11 Etude d'un ouvrage;;;
RNCP31214;RNCP31214BC02;U12 Suivi et réalisaton d'ouvrages en entreprise;;;
RNCP31214;RNCP31214BC03;U20 Mise en oeuvre et en service des équipements;;;
RNCP31214;RNCP31214BC04;U30 Maintenance des ouvrages et traitement de l'eau;;;
RNCP31214;RNCP31214BC05;U41 Mathématiques;;;
RNCP31214;RNCP31214BC06;U42 Sciences physiques et chimiques;;;
RNCP31214;RNCP31214BC07;U50 Expression et connaissance du monde;;;
RNCP31214;RNCP31214BC08;U60 Langue vivante;;;
RNCP31216;RNCP31216BC01;U11 Etude et préparation d'un chantier;;;
RNCP31216;RNCP31216BC02;U12 Réalisation d'un projet esthétique et décoratif;;;
RNCP31216;RNCP31216BC03;U20 Réalisation d'ouvrages et mise en oeuvre de motifs décoratifs;;;
RNCP31216;RNCP31216BC04;U30 Suivi de réalisation d'ouvrages;;;
RNCP31216;RNCP31216BC05;U40 Mathématiques;;;
RNCP31216;RNCP31216BC06;U5O Sciences physiques et chimiques;;;
RNCP31216;RNCP31216BC07;U60 Expression et connaissance du monde;;;
RNCP31216;RNCP31216BC08;U7O Langue vivante;;;
RNCP31252;RNCP31252BC01;Conduite de projet - Méthodes et outils;;;
RNCP31252;RNCP31252BC02;Outils d'aide à la décision (sciences et techniques de l'ingénieur);;;
RNCP31252;RNCP31252BC03;Leadership et management transversal;;;
RNCP31252;RNCP31252BC04;Management de la performance industrielle;;;
RNCP31264;RNCP31264BC01;Réflexion sur la pratique de l'ergonomie et ses évolutions;;;
RNCP31264;RNCP31264BC02;Conduite d'une recherche en ergonomie;;;
RNCP31264;RNCP31264BC03;Conduite participative des transformations dans l'intervention ergonomique;;;
RNCP31264;RNCP31264BC04;Conduite d'une intervention ergonomique;;;
RNCP31264;RNCP31264BC05;Analyse et transformation de l'activité humaine en situation de travail;;;
RNCP31264;RNCP31264BC06;Diagnostic ergonomique du travail en situation réelle;;;
RNCP31275;RNCP31275BC01;U10 Etude, préparation et suivi d'un ouvrage;;;
RNCP31275;RNCP31275BC02;U21 Fabrication et mise en oeuvre d'un ouvrage en aluminium ou PVC;;;
RNCP31275;RNCP31275BC03;U22 Fabrication d'un ouvrage de miroiterie;;;
RNCP31275;RNCP31275BC04;U30 Réalisation et suivi des ouvrages en entreprise : présentation d'un rapport d'activités;;;
RNCP31275;RNCP31275BC05;U40 Mathématiques;;;
RNCP31275;RNCP31275BC06;U50 Expression et connaissance du monde;;;
RNCP31275;RNCP31275BC07;U60 Langue vivante étrangère;;;
RNCP31290;RNCP31290BC01;Analyse d’un dysfonctionnement;;;
RNCP31290;RNCP31290BC02;Réalisation d’un diagnostic;;;
RNCP31290;RNCP31290BC03;Organisation et réalisation d’une intervention;;;
RNCP31290;RNCP31290BC04;Contribution au fonctionnement d’un service;;;
RNCP31290;RNCP31290BC05;Culture générale et expression;;;
RNCP31290;RNCP31290BC06;Langue vivante étrangère - anglais;;;
RNCP31290;RNCP31290BC07;Mathématiques;;;
RNCP31290;RNCP31290BC08;Physique - Chimie;;;
RNCP31290;RNCP31290BC09;Langue vivante facultative;;;
RNCP31291;RNCP31291BC01;Collecte et préparation des données en vue d’un traitement informatisé;;;
RNCP31291;RNCP31291BC02;Analyse des données pour produire des informations, des indicateurs utiles aux organisations ou à des individus;;;
RNCP31291;RNCP31291BC03;Pilotage de la qualité des données avant le traitement informatisé au regard des valeurs sociétales;;;
RNCP31291;RNCP31291BC04;Gestion d'un projet « data » dans une organisation;;;
RNCP31291;RNCP31291BC05;Conception des services de données pour transformer des activités sociétales;;;
RNCP31293;RNCP31293BC01;UP1 – Préparation et confection d'une production florale;;;
RNCP31293;RNCP31293BC02;UP2 – Vente, conseil et mise en valeur de l'offre;;;
RNCP31293;RNCP31293BC03;UG1 Français, Histoire-Géographie et Enseignement moral et civique;;;
RNCP31293;RNCP31293BC04;UG2 Mathématiques Sciences physiques et chimiques;;;
RNCP31293;RNCP31293BC05;UG3 Éducation physique et sportive;;;
RNCP31293;RNCP31293BC06;UG4 Langue vivante értangère;;;
RNCP31293;RNCP31293BC07;UF1 Langue vivante étrangère facultative;;;
RNCP31313;RNCP31313BC01;Assurer la relation client;;;
RNCP31313;RNCP31313BC02;Etablir des diagnostics sur des montres à complications;;;
RNCP31313;RNCP31313BC03;Réviser, réparer, régler et procéder à l’habillage des montres à complications;;;
RNCP31313;RNCP31313BC04;Organiser l’intervention;;;
RNCP31314;RNCP31314BC01;Organiser l’intervention;;;
RNCP31314;RNCP31314BC02;Assurer la relation client;;;
RNCP31314;RNCP31314BC03;Réaliser le diagnostic d’une montre mécanique simple, ou automatique, ou électronique;;;
RNCP31314;RNCP31314BC04;Réviser, réparer, régler et procéder à l’habillage d’une montre mécanique simple, ou automatique, ou électronique;;;
RNCP31315;RNCP31315BC01;Bloc1 (Bloc 1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31315;RNCP31315BC02;Bloc 2 (Bloc 2) Traiter une réclamation client, recueillir et transmettre des informations concernant les clients;;;
RNCP31315;RNCP31315BC03;Bloc 5 (Bloc 11a) Utiliser une langue étrangère dans les activités professionnelles de l’Hôtellerie, de la Restauration, des Loisirs et des activités de Tourisme A1;;;
RNCP31315;RNCP31315BC04;Bloc 3 (Bloc 5a) Nettoyer et désinfecter les espaces et les plans de travail;;;
RNCP31315;RNCP31315BC05;Bloc 4 (Bloc 6) Assurer la sécurité des personnes et des lieux;;;
RNCP31317;RNCP31317BC01;Bloc1 (Bloc 1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31317;RNCP31317BC02;Bloc 2 (Bloc 2) Traiter une réclamation client, recueillir et transmettre des informations concernant les clients;;;
RNCP31317;RNCP31317BC03;Bloc 3 (Bloc 4) Approvisionner et participer à l'achat de marchandises ou de produits;;;
RNCP31317;RNCP31317BC04;Bloc 4 (Bloc 7) Organiser le travail et superviser l’équipe;;;
RNCP31317;RNCP31317BC05;Bloc 5 (Bloc 13) Contribuer à gérer l'exploitation d'un établissement;;;
RNCP31317;RNCP31317BC06;Bloc 6 (Bloc 22) Contribuer à la gestion de l'hébergement en établissement de santé;;;
RNCP31318;RNCP31318BC01;Bloc1 (Bloc1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31318;RNCP31318BC02;Bloc 2 (Bloc 2) Traiter une réclamation client, recueillir et transmettre des informations concernant les clients;;;
RNCP31318;RNCP31318BC03;Bloc 4 (Bloc 5b) Garantir la sécurité sanitaire et alimentaire;;;
RNCP31318;RNCP31318BC04;Bloc 3 (Bloc 5a) Nettoyer et désinfecter les espaces et les plans de travail;;;
RNCP31318;RNCP31318BC05;Bloc 5 (Bloc 7) Organiser le travail et superviser l’équipe;;;
RNCP31318;RNCP31318BC06;Bloc 6 (Bloc 9a) Réaliser les préparations culinaires de base froides;;;
RNCP31318;RNCP31318BC07;Bloc 7 (Bloc 10a) Contribuer à la conception et à la supervision de la production culinaire;;;
RNCP31318;RNCP31318BC08;Bloc 8 (bloc17) Gérer l’encaissement;;;
RNCP31326;RNCP31326BC01;Bloc1 (Bloc1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31326;RNCP31326BC02;Bloc 2 (Bloc 5a) Nettoyer et désinfecter les espaces et les plans de travail;;;
RNCP31326;RNCP31326BC03;Bloc 3 (Bloc 9a) Réaliser les préparations culinaires de base froides;;;
RNCP31326;RNCP31326BC04;Bloc 4 (15b)  Effectuer un service en salle;;;
RNCP31326;RNCP31326BC05;Bloc 5 (bloc17) Gérer l’encaissement;;;
RNCP31328;RNCP31328BC01;Bloc1 (Bloc 1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31328;RNCP31328BC02;Bloc 2 (Bloc 2) Traiter une réclamation client, recueillir et transmettre des informations concernant les clients;;;
RNCP31328;RNCP31328BC03;Bloc 3 (Bloc 4) Approvisionner et participer à l'achat de marchandises ou de produits;;;
RNCP31328;RNCP31328BC04;Bloc 4 (Bloc 7) Organiser le travail et superviser l'équipe;;;
RNCP31328;RNCP31328BC05;Bloc 6 (Bloc 13) Contribuer à gérer l'exploitation d'un établissement;;;
RNCP31328;RNCP31328BC06;Bloc 5 (Bloc 11b) Utiliser une langue étrangère dans les activités professionnelles de l’Hôtellerie, de la Restauration, des Loisirs et des activités de Tourisme A2;;;
RNCP31329;RNCP31329BC01;Bloc2 (Bloc 3) Réceptionner et stocker des marchandises, des produits;;;
RNCP31329;RNCP31329BC02;Bloc 7 (bloc17) Gérer l’encaissement;;;
RNCP31329;RNCP31329BC03;Bloc 8 (Bloc19) Confectionner des pizzas;;;
RNCP31329;RNCP31329BC04;Bloc1 (Bloc1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31329;RNCP31329BC05;Bloc 6 (Bloc 16a) Promouvoir une offre de service;;;
RNCP31329;RNCP31329BC06;Bloc 3 (Bloc 4) Approvisionner et participer à l'achat de marchandises ou de produits;;;
RNCP31329;RNCP31329BC07;Bloc 4 (Bloc 5a) Nettoyer et désinfecter les espaces et les plans de travail;;;
RNCP31329;RNCP31329BC08;Bloc 5 (Bloc 9a) Réaliser les préparations culinaires de base froides;;;
RNCP31330;RNCP31330BC01;Bloc1 (Bloc 1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31330;RNCP31330BC02;Bloc3 (Bloc 3) Réceptionner et stocker des marchandises, des produits;;;
RNCP31330;RNCP31330BC03;Bloc 4 (Bloc 4) Approvisionner et participer à l'achat de marchandises ou de produits;;;
RNCP31330;RNCP31330BC04;Bloc 5 (Bloc 6) Assurer la sécurité des personnes et des lieux;;;
RNCP31330;RNCP31330BC05;Bloc 6 (Bloc 11b) Utiliser une langue étrangère dans les activités professionnelles de l’Hôtellerie, de la Restauration, des Loisirs et des activités de Tourisme A2;;;
RNCP31330;RNCP31330BC06;Bloc 7 (Bloc 15a) Effectuer un service en salle traditionnel;;;
RNCP31330;RNCP31330BC07;Bloc 8 (bloc17) Gérer l’encaissement;;;
RNCP31330;RNCP31330BC08;Bloc 2 (Bloc 2) Traiter une réclamation client, recueillir et transmettre des informations concernant les clients;;;
RNCP31332;RNCP31332BC01;Bloc 3 (Bloc 31) Animer et gérer une table de jeu;;;
RNCP31332;RNCP31332BC02;Bloc1 (Bloc 1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31332;RNCP31332BC03;Bloc 2 (Bloc 2) Traiter une réclamation client, recueillir et transmettre des informations concernant les clients;;;
RNCP31333;RNCP31333BC01;Bloc 1 (Bloc 3) Réceptionner et stocker des marchandises, des produits;;;
RNCP31333;RNCP31333BC02;Bloc 2 (Bloc 5a) Nettoyer et désinfecter les espaces, les plans de travail avec les produits et les matériels appropriés;;;
RNCP31333;RNCP31333BC03;Bloc 3 (Bloc 5b) Garantir la sécurité sanitaire et alimentaire;;;
RNCP31333;RNCP31333BC04;Bloc 4 (Bloc 9a) Réaliser les préparations culinaires de base froides;;;
RNCP31334;RNCP31334BC01;UP1 Préparation d'une réalisation;;;
RNCP31334;RNCP31334BC02;UP2 Réalisation d'une installation;;;
RNCP31334;RNCP31334BC03;UP3 Entretien - mise en service;;;
RNCP31334;RNCP31334BC04;EG1 Français et Histoire-Géographie - Enseignement moral et civique;;;
RNCP31334;RNCP31334BC05;UG2 Mathématiques - Sciences physiques et chimiques;;;
RNCP31334;RNCP31334BC06;UG3 Education physique et sportive;;;
RNCP31334;RNCP31334BC07;UF Langue vivante étrangère;;;
RNCP31339;RNCP31339BC01;Bloc 7 (bloc17) Gérer l’encaissement;;;
RNCP31339;RNCP31339BC02;Bloc1 (Bloc 1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31339;RNCP31339BC03;Bloc 2 (Bloc 2) Traiter une réclamation client, recueillir et transmettre des informations concernant les clients;;;
RNCP31339;RNCP31339BC04;Bloc 3 (Bloc 6) Assurer la sécurité des personnes et des lieux;;;
RNCP31339;RNCP31339BC05;Bloc 4 (Bloc 7) Organiser le travail et superviser l'équipe;;;
RNCP31339;RNCP31339BC06;Bloc 5 (Bloc 12) Utiliser une langue étrangère dans les activités professionnelles de l’Hôtellerie, de la Restauration, des Loisirs et des activités de Tourisme – deuxième niveau B1;;;
RNCP31339;RNCP31339BC07;Bloc 6 (Bloc 15a) Effectuer un service en salle traditionnel;;;
RNCP31341;RNCP31341BC01;Bloc1 (Bloc 1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31341;RNCP31341BC02;Bloc 2 (Bloc 2) Traiter une réclamation client, recueillir et transmettre des informations concernant les clients;;;
RNCP31341;RNCP31341BC03;Bloc 3 (Bloc 3) Réceptionner et stocker des marchandises, des produits;;;
RNCP31341;RNCP31341BC04;Bloc 4 (Bloc 5a) Nettoyer et désinfecter les espaces et les plans de travail;;;
RNCP31341;RNCP31341BC05;Bloc 5 (Bloc 6) Assurer la sécurité des personnes et des lieux;;;
RNCP31341;RNCP31341BC06;Bloc 6 (Bloc 11a) Utiliser une langue étrangère dans les activités professionnelles de l’Hôtellerie, de la Restauration, des Loisirs et des activités de Tourisme A1;;;
RNCP31341;RNCP31341BC07;Bloc 7 (Bloc 15a) Effectuer un service en salle traditionnel;;;
RNCP31341;RNCP31341BC08;Bloc 8 (bloc17) Gérer l’encaissement;;;
RNCP31342;RNCP31342BC01;Bloc 1 (Bloc 3) Réceptionner et stocker des marchandises, des produits;;;
RNCP31342;RNCP31342BC02;Bloc 2 (Bloc 5a) Nettoyer et désinfecter les espaces, et les plans de travail;;;
RNCP31342;RNCP31342BC03;Bloc 3 (Bloc 5b) Garantir la sécurité sanitaire et alimentaire;;;
RNCP31343;RNCP31343BC01;Bloc 5 (Bloc 5b) Garantir la sécurité sanitaire et alimentaire;;;
RNCP31343;RNCP31343BC02;Bloc 6 (Bloc 7) Organiser le travail et superviser l’équipe;;;
RNCP31343;RNCP31343BC03;Bloc1 (Bloc1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31343;RNCP31343BC04;Bloc 2 (Bloc 2) Traiter une réclamation client, recueillir et transmettre des informations concernant les clients;;;
RNCP31343;RNCP31343BC05;Bloc 3 (Bloc 3) Réceptionner et stocker des marchandises, des produits;;;
RNCP31343;RNCP31343BC06;Bloc 4 (Bloc 5a) Nettoyer et désinfecter les espaces et les plans de travail;;;
RNCP31343;RNCP31343BC07;Bloc 7 (Bloc 10a) Contribuer à la conception et à la supervision de la production culinaire;;;
RNCP31343;RNCP31343BC08;Bloc 8 (Bloc13) Contribuer à gérer l'exploitation d'un établissement;;;
RNCP31343;RNCP31343BC09;Bloc 9 (bloc17) Gérer l’encaissement;;;
RNCP31358;RNCP31358BC01;Bloc 1 (Bloc 7) Organiser le travail et superviser l'équipe;;;
RNCP31358;RNCP31358BC02;Bloc 5 (Bloc 24) Assurer le suivi des contrats et fidéliser les clients;;;
RNCP31358;RNCP31358BC03;Bloc 6 (Bloc 25) Développer l'activité et la relation commerciale;;;
RNCP31358;RNCP31358BC04;Bloc 2 (Bloc 8) Encadrer une équipe;;;
RNCP31358;RNCP31358BC05;Bloc 3 (Bloc 10c) Contrôler la prestation;;;
RNCP31358;RNCP31358BC06;Bloc 4 (Bloc 14) Gérer l'exploitation d'un établissement;;;
RNCP31359;RNCP31359BC01;Accueil et communication auprès des publics du club;;;
RNCP31359;RNCP31359BC02;Intégration dans le club (relations avec les dirigeants et travail en équipe);;;
RNCP31359;RNCP31359BC03;Protection des publics (sécurité et prévention) et éducation;;;
RNCP31359;RNCP31359BC04;Encadrement des séances collectives d'initiation au tennis;;;
RNCP31359;RNCP31359BC05;Dynamisation du club (animation et promotion);;;
RNCP31359;RNCP31359BC06;Qualification complémentaire optionnelle «Activités Physiques et Sportives sur prescription médicale»;;;
RNCP31363;RNCP31363BC01;Réaliser la mise en place du point de vente des produits de la mer;;;
RNCP31363;RNCP31363BC02;Accueillir, conseiller et vendre des produits de la mer et produits traiteur du point de vente;;;
RNCP31363;RNCP31363BC03;Réaliser la préparation de plateaux de fruits de mer;;;
RNCP31363;RNCP31363BC04;Mettre en œuvre des procédures de qualité, d’hygiène, de sécurité alimentaire et de gestion de l’environnement selon le guide des bonnes pratiques d’hygiène du poissonnier détaillant;;;
RNCP31363;RNCP31363BC05;Réaliser le filetage de poissons;;;
RNCP31363;RNCP31363BC06;Réaliser la préparation de produits traiteur crus ou cuits;;;
RNCP31364;RNCP31364BC01;Gérer un point de vente des produits de la mer;;;
RNCP31364;RNCP31364BC02;Coordonner l’activité de l’équipe;;;
RNCP31364;RNCP31364BC03;Assurer le contrôle de la qualité, l’hygiène et la sécurité du point de vente;;;
RNCP31364;RNCP31364BC04;Commercialiser les produits de la mer et gérer la relation clientèle;;;
RNCP31364;RNCP31364BC05;Créer ou reprendre un point de vente;;;
RNCP31367;RNCP31367BC01;Bloc 6 (Bloc 16a) Promouvoir une offre de service;;;
RNCP31367;RNCP31367BC02;Bloc1 (Bloc1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31367;RNCP31367BC03;Bloc 2 (Bloc 3) Réceptionner et stocker des marchandises, des produits;;;
RNCP31367;RNCP31367BC04;Bloc 4 (Bloc 5a) Nettoyer et désinfecter les espaces, et les plans de travail;;;
RNCP31367;RNCP31367BC05;Bloc 7 (bloc17) Gérer l’encaissement;;;
RNCP31367;RNCP31367BC06;Bloc 8 (Bloc18) Confectionner des crêpes;;;
RNCP31367;RNCP31367BC07;Bloc 3 (Bloc 4) Approvisionner et participer à l'achat de marchandises ou de produits;;;
RNCP31367;RNCP31367BC08;Bloc 5 (Bloc 9a) Réaliser les préparations culinaires de base froides;;;
RNCP31368;RNCP31368BC01;Bloc 1 (Bloc 5a) Nettoyer et désinfecter les espaces, les plans de travail avec les produits et les matériels appropriés;;;
RNCP31368;RNCP31368BC02;Bloc 2 (Bloc 5b) Garantir la sécurité sanitaire et alimentaire;;;
RNCP31368;RNCP31368BC03;Bloc 3 (Bloc 26) Produire des pâtisseries fraiches et desserts maison;;;
RNCP31369;RNCP31369BC01;Bloc 1 (Bloc 5b) Garantir la sécurité sanitaire et alimentaire;;;
RNCP31369;RNCP31369BC02;Bloc 2 (Bloc 7) Organiser le travail et superviser l’équipe;;;
RNCP31369;RNCP31369BC03;Bloc 3 (Bloc 10b comprend 10a) Contrôler la production ou prestation culinaire;;;
RNCP31369;RNCP31369BC04;Bloc 4 (Bloc 26) Produire des pâtisseries fraiches et desserts maison;;;
RNCP31370;RNCP31370BC01;Bloc 1 (Bloc 5b) Garantir la sécurité sanitaire et alimentaire;;;
RNCP31370;RNCP31370BC02;Bloc 2 (Bloc 6) Assurer la sécurité des personnes et des lieux;;;
RNCP31370;RNCP31370BC03;Bloc 3 (Bloc 7) Organiser le travail et superviser l'équipe;;;
RNCP31370;RNCP31370BC04;Bloc 4 (Bloc 8) Encadrer une équipe;;;
RNCP31370;RNCP31370BC05;Bloc 5 (Bloc 10c) Contrôler la prestation;;;
RNCP31370;RNCP31370BC06;Bloc 6 (Bloc 32) Organiser et mettre en place une politique nutritionnelle;;;
RNCP31371;RNCP31371BC01;Bloc 3 (Bloc 5a) Nettoyer et désinfecter les espaces et les plans de travail;;;
RNCP31371;RNCP31371BC02;Bloc 4 (Bloc 5b) Garantir la sécurité sanitaire et alimentaire;;;
RNCP31371;RNCP31371BC03;Bloc 5 (Bloc 6) Assurer la sécurité des personnes et des lieux;;;
RNCP31371;RNCP31371BC04;Bloc 6 (Bloc 7) Organiser le travail et superviser l'équipe;;;
RNCP31371;RNCP31371BC05;Bloc 7 (Bloc 9b) Réaliser les préparations culinaires de base;;;
RNCP31371;RNCP31371BC06;Bloc 8 (Bloc 10b) Contrôler la production ou prestation culinaire;;;
RNCP31371;RNCP31371BC07;Bloc 1 (Bloc 3) Réceptionner et stocker des marchandises, des produits;;;
RNCP31371;RNCP31371BC08;Bloc 2 (Bloc 4) Approvisionner et participer à l'achat de marchandises ou de produits;;;
RNCP31377;RNCP31377BC01;Bloc 4 (Bloc 4) Approvisionner et participer à l'achat de marchandises ou de produits;;;
RNCP31377;RNCP31377BC02;Bloc 5 (Bloc 5b) Garantir la sécurité sanitaire et alimentaire;;;
RNCP31377;RNCP31377BC03;Bloc 6 (Bloc 6) Assurer la sécurité des personnes et des lieux;;;
RNCP31377;RNCP31377BC04;Bloc 7 (Bloc 7) Organiser le travail et superviser l'équipe;;;
RNCP31377;RNCP31377BC05;Bloc 8 (Bloc 10b) Contrôler la production ou prestation culinaire;;;
RNCP31377;RNCP31377BC06;Bloc1 (Bloc1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31377;RNCP31377BC07;Bloc 2 (Bloc 2) Traiter une réclamation client, recueillir et transmettre des informations concernant les clients;;;
RNCP31377;RNCP31377BC08;Bloc 3 (Bloc 3) Réceptionner et stocker des marchandises, des produits;;;
RNCP31377;RNCP31377BC09;Bloc 9 (Bloc 13) Contribuer à gérer l'exploitation d'un établissement;;;
RNCP3138;RNCP3138BC01;Bloc de compétence n° 1 fiche RNCP n° 3138-Étude technique de réception;;;
RNCP3138;RNCP3138BC02;Bloc de compétence n° 2 fiche RNCP n° 3138- Commercialisation d'un concept de réception innovant;;;
RNCP3138;RNCP3138BC03;Bloc de compétence n° 3 fiche RNCP n° 3138- Activités en milieu professionnel;;;
RNCP31381;RNCP31381BC01;Bloc 1 (Bloc 3) Réceptionner et stocker des marchandises, des produits;;;
RNCP31381;RNCP31381BC02;Bloc 2 (Bloc 4) Approvisionner et participer à l'achat de marchandises ou de produits;;;
RNCP31381;RNCP31381BC03;Bloc 3 (Bloc 5a) Nettoyer et désinfecter les espaces et les plans de travail;;;
RNCP31381;RNCP31381BC04;Bloc 4 (Bloc 5b) Garantir la sécurité sanitaire et alimentaire;;;
RNCP31381;RNCP31381BC05;Bloc 5 (Bloc 6) Assurer la sécurité des personnes et des lieux;;;
RNCP31381;RNCP31381BC06;Bloc 6 (Bloc 7) Organiser le travail et superviser l’équipe;;;
RNCP31381;RNCP31381BC07;Bloc 7 (Bloc 9b) Réaliser les préparations culinaires de base;;;
RNCP31381;RNCP31381BC08;Bloc 8 (Bloc 10a) Contribuer à la conception et à la supervision de la production culinaire;;;
RNCP31383;RNCP31383BC01;Bloc 1 (Bloc 1) Accueillir un client et mener un échange en vue de réaliser une prestation;;;
RNCP31383;RNCP31383BC02;Bloc 2 (Bloc 3) Réceptionner et stocker des marchandises, des produits;;;
