UAI;COMMUNE;ACADEMIE;MINISTERE;TYPE_ETABLISSEMENT;MNEMONIQUE_FORMATION_ACCUEIL;CODE_SPECIALITE_FORMATION_ACCUEIL;LIBELLE_FORMATION_ACCUEIL_BAN;CODE_FORMATION_ACCUEIL_BAN;CODE_COMMUNE_INSEE;CODE_POSTAL
0623123H ; ST MARTIN BOULOGNE         ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25218                             ;  1CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24125218210                ;  62758              ;  62280
0622318H ; HENIN BEAUMONT CEDEX       ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25218                             ;  1CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24125218210                ;  62427              ;  62252
0597044L ; ROUVIGNIES                 ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25218                             ;  1CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24125218210                ;  59515              ;  59220
0622309Y ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25218                             ;  1CAP2  MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24125218210                ;  62041              ;  62008
0597044L ; ROUVIGNIES                 ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25220                             ;  1CAP2  MAINT.VEHIC.OPTC MOTOCYCLES       ;  24125220210                ;  59515              ;  59220
0623280D ; SAVY BERLETTE              ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  1CAP2                        ;  25221                             ;  1CAP2  MAINT.MATERIELS OPT.A AGRICOLES   ;  24125221210                ;  62785              ;  62690
0623280D ; SAVY BERLETTE              ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  1CAP2                        ;  25222                             ;  1CAP2  MAINT.MATERIELS OPT.B CONS.MANUT. ;  24125222210                ;  62785              ;  62690
0623280D ; SAVY BERLETTE              ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  1CAP2                        ;  25223                             ;  1CAP2  MAINT.MATERIELS OPT.C ESP. VERTS  ;  24125223210                ;  62785              ;  62690
0623734X ; SAMER                      ; LILLE                                    ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  1CAP2                        ;  25223                             ;  1CAP2  MAINT.MATERIELS OPT.C ESP. VERTS  ;  24125223210                ;  62773              ;  62830
0595645R ; VILLENEUVE D ASCQ          ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25431                             ;  1CAP2  SERRURIER METALLIER               ;  24125431210                ;  59009              ;  59491
0594889U ; ARMENTIERES CEDEX          ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25433                             ;  1CAP2  PEINTURE EN CARROSSERIE           ;  24125433210                ;  59017              ;  59421
0594624F ; VALENCIENNES CEDEX         ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25434                             ;  1CAP2  REPARATION DES CARROSSERIES       ;  24125434210                ;  59606              ;  59322
0622309Y ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25434                             ;  1CAP2  REPARATION DES CARROSSERIES       ;  24125434210                ;  62041              ;  62008
0594889U ; ARMENTIERES CEDEX          ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25434                             ;  1CAP2  REPARATION DES CARROSSERIES       ;  24125434210                ;  59017              ;  59421
0623373E ; HENIN BEAUMONT             ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25437                             ;  1CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR. ;  24125437210                ;  62427              ;  62110
0624275K ; ST OMER CEDEX              ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25437                             ;  1CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR. ;  24125437210                ;  62765              ;  62505
0623564M ; BOULOGNE SUR MER           ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25437                             ;  1CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR. ;  24125437210                ;  62160              ;  62200
0593377A ; MARLY                      ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25524                             ;  1CAP2  ELECTRICIEN                       ;  24125524210                ;  59383              ;  59770
0623564M ; BOULOGNE SUR MER           ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25524                             ;  1CAP2  ELECTRICIEN                       ;  24125524210                ;  62160              ;  62200
0622309Y ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25524                             ;  1CAP2  ELECTRICIEN                       ;  24125524210                ;  62041              ;  62008
0623130R ; BETHUNE CEDEX              ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25524                             ;  1CAP2  ELECTRICIEN                       ;  24125524210                ;  62119              ;  62408
0595645R ; VILLENEUVE D ASCQ          ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  25524                             ;  1CAP2  ELECTRICIEN                       ;  24125524210                ;  59009              ;  59491
0596456X ; WASQUEHAL                  ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31117                             ;  1CAP2  CONDUCTEUR ROUTIER MARCHANDISES   ;  24131117210                ;  59646              ;  59290
0624253L ; CALAIS                     ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31117                             ;  1CAP2  CONDUCTEUR ROUTIER MARCHANDISES   ;  24131117210                ;  62193              ;  62100
0624254M ; ARRAS                      ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31117                             ;  1CAP2  CONDUCTEUR ROUTIER MARCHANDISES   ;  24131117210                ;  62041              ;  62000
0624092L ; BRUAY LA BUISSIERE CEDEX   ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31117                             ;  1CAP2  CONDUCTEUR ROUTIER MARCHANDISES   ;  24131117210                ;  62178              ;  62702
0596769M ; PROUVY                     ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31117                             ;  1CAP2  CONDUCTEUR ROUTIER MARCHANDISES   ;  24131117210                ;  59475              ;  59121
0624235S ; BOULOGNE SUR MER           ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31221                             ;  1CAP2  POISSONNIER ECAILLER              ;  24131221210                ;  62160              ;  62200
0595343M ; LILLE CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31222                             ;  1CAP2  PRIMEUR                           ;  24131222210                ;  59350              ;  59011
0595689N ; GENECH                     ; LILLE                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31223                             ;  1CAP2  FLEURISTE                         ;  24131223210                ;  59258              ;  59242
0623734X ; SAMER                      ; LILLE                                    ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  1CAP2                        ;  31223                             ;  1CAP2  FLEURISTE                         ;  24131223210                ;  62773              ;  62830
0622309Y ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31223                             ;  1CAP2  FLEURISTE                         ;  24131223210                ;  62041              ;  62008
0596868V ; TOURCOING                  ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  31223                             ;  1CAP2  FLEURISTE                         ;  24131223210                ;  59599              ;  59200
0623121F ; BETHUNE                    ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  32225                             ;  1CAP2  SERIGRAPHIE INDUSTRIELLE          ;  24132225210                ;  62119              ;  62400
0596054K ; BAILLEUL                   ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  32227                             ;  1CAP2  SIGNALETIQUE ET DECORS GRAPHIQUES ;  24132227210                ;  59043              ;  59270
0623121F ; BETHUNE                    ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  32227                             ;  1CAP2  SIGNALETIQUE ET DECORS GRAPHIQUES ;  24132227210                ;  62119              ;  62400
0597058B ; LOOS                       ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  32308                             ;  1CAP2 ACCORDEUR DE PIANOS                ;  24132308210                ;  59360              ;  59120
0594856H ; LA MADELEINE               ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33204                             ;  1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE ;  24133204210                ;  59368              ;  59110
0624399V ; BULLY LES MINES            ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33204                             ;  1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE ;  24133204210                ;  62186              ;  62160
0624408E ; BERCK                      ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33204                             ;  1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE ;  24133204210                ;  62108              ;  62600
0624102X ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33204                             ;  1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE ;  24133204210                ;  62041              ;  62001
0596824X ; TOURCOING CEDEX            ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33204                             ;  1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE ;  24133204210                ;  59599              ;  59202
0596883L ; ARMENTIERES                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33204                             ;  1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE ;  24133204210                ;  59017              ;  59280
0594577E ; LILLE CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  59350              ;  59003
0624443T ; AIRE SUR LA LYS            ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  62014              ;  62120
0623965Y ; BEUVRY                     ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  62126              ;  62660
0624102X ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  62041              ;  62001
0624091K ; BOULOGNE SUR MER CEDEX     ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  62160              ;  62321
0623465E ; LE TOUQUET PARIS PLAGE     ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  62826              ;  62520
0622318H ; HENIN BEAUMONT CEDEX       ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  62427              ;  62252
0623123H ; ST MARTIN BOULOGNE         ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  62758              ;  62280
0623105N ; CALAIS CEDEX               ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  62193              ;  62107
0596055L ; CAMBRAI                    ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  59122              ;  59400
0596250Y ; DUNKERQUE CEDEX 1          ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  59183              ;  59375
0596201V ; DOUAI CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  59178              ;  59508
0596057N ; VALENCIENNES               ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  59606              ;  59300
0595343M ; LILLE CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  59350              ;  59011
0594665A ; ST SAULVE                  ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33412                             ;  1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT ;  24133412210                ;  59544              ;  59880
0596186D ; AULNOYE AYMERIES           ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33615                             ;  1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE  ;  24133615210                ;  59033              ;  59620
0624444U ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33615                             ;  1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE  ;  24133615210                ;  62041              ;  62022
0623121F ; BETHUNE                    ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33615                             ;  1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE  ;  24133615210                ;  62119              ;  62400
0596868V ; TOURCOING                  ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33615                             ;  1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE  ;  24133615210                ;  59599              ;  59200
0594665A ; ST SAULVE                  ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  59544              ;  59880
0624444U ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  62041              ;  62022
0623124J ; CALAIS                     ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  62193              ;  62100
0623121F ; BETHUNE                    ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  62119              ;  62400
0623123H ; ST MARTIN BOULOGNE         ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  62758              ;  62280
0596186D ; AULNOYE AYMERIES           ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  59033              ;  59620
0622309Y ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  62041              ;  62008
0597015E ; LA BASSEE                  ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  59051              ;  59480
0596958T ; CAUDRY                     ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  59139              ;  59540
0596868V ; TOURCOING                  ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  59599              ;  59200
0596350G ; CAPPELLE LA GRANDE         ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  59131              ;  59180
0595343M ; LILLE CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  59350              ;  59011
0624499D ; ST OMER                    ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  1CAP2A                       ;  21130                             ;  1CAP2A METIERS DE L'AGRICULTURE          ;  27121130210                ;  62765              ;  62500
0624184L ; TILLOY LES MOFFLAINES      ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  1CAP2A                       ;  21130                             ;  1CAP2A METIERS DE L'AGRICULTURE          ;  27121130210                ;  62817              ;  62217
0623280D ; SAVY BERLETTE              ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  1CAP2A                       ;  21130                             ;  1CAP2A METIERS DE L'AGRICULTURE          ;  27121130210                ;  62785              ;  62690
0596318X ; SAINS DU NORD              ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  1CAP2A                       ;  21130                             ;  1CAP2A METIERS DE L'AGRICULTURE          ;  27121130210                ;  59525              ;  59177
0596315U ; LE QUESNOY                 ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  1CAP2A                       ;  21130                             ;  1CAP2A METIERS DE L'AGRICULTURE          ;  27121130210                ;  59481              ;  59530
0595124Z ; HAZEBROUCK                 ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  1CAP2A                       ;  21130                             ;  1CAP2A METIERS DE L'AGRICULTURE          ;  27121130210                ;  59295              ;  59190
0595689N ; GENECH                     ; LILLE                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  21237                             ;  1CAP2A PALEFRENIER SOIGNEUR              ;  27121237210                ;  59258              ;  59242
0595119U ; BAVAY                      ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  1CAP2A                       ;  21314                             ;  1CAP2A TRAVAUX FORESTIERS                ;  27121314210                ;  59053              ;  59570
0595119U ; BAVAY                      ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  1CAP2A                       ;  21405                             ;  1CAP2A JARDINIER PAYSAGISTE              ;  27121405210                ;  59053              ;  59570
0596318X ; SAINS DU NORD              ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  1CAP2A                       ;  21405                             ;  1CAP2A JARDINIER PAYSAGISTE              ;  27121405210                ;  59525              ;  59177
0596328H ; DOUAI CEDEX                ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  1CAP2A                       ;  21405                             ;  1CAP2A JARDINIER PAYSAGISTE              ;  27121405210                ;  59178              ;  59509
0595689N ; GENECH                     ; LILLE                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  21405                             ;  1CAP2A JARDINIER PAYSAGISTE              ;  27121405210                ;  59258              ;  59242
0624499D ; ST OMER                    ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  1CAP2A                       ;  2140B                             ;  1CAP2A jardinier paysagiste              ;  AFFECTATION                ;  62765              ;  62500
0624184L ; TILLOY LES MOFFLAINES      ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  1CAP2A                       ;  2140B                             ;  1CAP2A jardinier paysagiste              ;  AFFECTATION                ;  62817              ;  62217
0596316V ; LOMME CEDEX                ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  1CAP2A                       ;  2140B                             ;  1CAP2A jardinier paysagiste              ;  AFFECTATION                ;  59350              ;  59463
0594799W ; AVESNES SUR HELPE CEDEX    ; LILLE                                    ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  1CAP2A                       ;  33003                             ;  1CAP2A SERVICES AUX PERS VTE ESP RURAL   ;  27133003210                ;  59036              ;  59361
0623276Z ; AIRE SUR LA LYS            ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  1CAP2A                       ;  33003                             ;  1CAP2A SERVICES AUX PERS VTE ESP RURAL   ;  27133003210                ;  62014              ;  62120
0595689N ; GENECH                     ; LILLE                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  33003                             ;  1CAP2A SERVICES AUX PERS VTE ESP RURAL   ;  27133003210                ;  59258              ;  59242
0595121W ; BOURBOURG                  ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  1CAP2A                       ;  33003                             ;  1CAP2A SERVICES AUX PERS VTE ESP RURAL   ;  27133003210                ;  59094              ;  59630
0595124Z ; HAZEBROUCK                 ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  1CAP2A                       ;  33003                             ;  1CAP2A SERVICES AUX PERS VTE ESP RURAL   ;  27133003210                ;  59295              ;  59190
0595121W ; BOURBOURG                  ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  2DPROA                       ;  21112                             ;  2DPROA PRODUCTIONS                       ;  27621112310                ;  59094              ;  59630
0623325C ; CAMPAGNE LES BOULONNAIS    ; LILLE                                    ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  2DPROA                       ;  21112                             ;  2DPROA PRODUCTIONS                       ;  27621112310                ;  62202              ;  62650
0623688X ; BERLENCOURT LE CAUROY      ; LILLE                                    ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  2DPROA                       ;  21112                             ;  2DPROA PRODUCTIONS                       ;  27621112310                ;  62111              ;  62810
0623277A ; BAPAUME CEDEX              ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  2DPROA                       ;  21112                             ;  2DPROA PRODUCTIONS                       ;  27621112310                ;  62080              ;  62452
0596316V ; LOMME CEDEX                ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  2DPROA                       ;  21112                             ;  2DPROA PRODUCTIONS                       ;  27621112310                ;  59350              ;  59463
0596318X ; SAINS DU NORD              ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  2DPROA                       ;  21112                             ;  2DPROA PRODUCTIONS                       ;  27621112310                ;  59525              ;  59177
0595689N ; GENECH                     ; LILLE                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  21404                             ;  2DPROA NATURE JARDIN PAYSAGE FORET       ;  27621404310                ;  59258              ;  59242
0596316V ; LOMME CEDEX                ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  2DPROA                       ;  21404                             ;  2DPROA NATURE JARDIN PAYSAGE FORET       ;  27621404310                ;  59350              ;  59463
0595012C ; HOYMILLE                   ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  2DPROA                       ;  22103                             ;  2DPROA CONSEIL VENTE                     ;  27622103310                ;  59319              ;  59492
0596315U ; LE QUESNOY                 ; LILLE                                    ; Agriculture         ; FORMATION CONTINUE OU INTERNIVEAUX       ;  2DPROA                       ;  22103                             ;  2DPROA CONSEIL VENTE                     ;  27622103310                ;  59481              ;  59530
0595124Z ; HAZEBROUCK                 ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  2DPROA                       ;  22103                             ;  2DPROA CONSEIL VENTE                     ;  27622103310                ;  59295              ;  59190
0623373E ; HENIN BEAUMONT             ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  20102                             ;  2NDPRO PILOTE DE LIGNE DE PRODUCTION     ;  24720102310                ;  62427              ;  62110
0624444U ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  20102                             ;  2NDPRO PILOTE DE LIGNE DE PRODUCTION     ;  24720102310                ;  62041              ;  62022
0623801V ; ST OMER                    ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  20102                             ;  2NDPRO PILOTE DE LIGNE DE PRODUCTION     ;  24720102310                ;  62765              ;  62500
0594577E ; LILLE CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22106                             ;  2NDPRO CUISINE                           ;  24722106310                ;  59350              ;  59003
0624443T ; AIRE SUR LA LYS            ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22106                             ;  2NDPRO CUISINE                           ;  24722106310                ;  62014              ;  62120
0623965Y ; BEUVRY                     ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22106                             ;  2NDPRO CUISINE                           ;  24722106310                ;  62126              ;  62660
0596973J ; ARMENTIERES                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22303                             ;  2NDPRO FONDERIE                          ;  24722303310                ;  59017              ;  59280
0624250H ; ARRAS                      ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22703                             ;  2NDPRO TECHN.INSTALL.SYST.ENERG.CLIMATIQ ;  24722703310                ;  62041              ;  62000
